Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","174","Portugal","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","1045","Fc","Calculated data"
"FBS","Food Balances (2010-)","174","Portugal","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","75.25","Fc","Calculated data"
"FBS","Food Balances (2010-)","117","Republic of Korea","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3453","Fc","Calculated data"
"FBS","Food Balances (2010-)","117","Republic of Korea","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","99","Fc","Calculated data"
"FBS","Food Balances (2010-)","117","Republic of Korea","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","691","Fc","Calculated data"
"FBS","Food Balances (2010-)","117","Republic of Korea","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","53.86","Fc","Calculated data"
"FBS","Food Balances (2010-)","146","Republic of Moldova","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2687","Fc","Calculated data"
"FBS","Food Balances (2010-)","146","Republic of Moldova","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","69.84","Fc","Calculated data"
"FBS","Food Balances (2010-)","146","Republic of Moldova","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","561","Fc","Calculated data"
"FBS","Food Balances (2010-)","146","Republic of Moldova","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","27.57","Fc","Calculated data"
"FBS","Food Balances (2010-)","183","Romania","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3588","Fc","Calculated data"
"FBS","Food Balances (2010-)","183","Romania","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","107.75","Fc","Calculated data"
"FBS","Food Balances (2010-)","183","Romania","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","935","Fc","Calculated data"
"FBS","Food Balances (2010-)","183","Romania","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","54.57","Fc","Calculated data"
"FBS","Food Balances (2010-)","185","Russian Federation","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3363","Fc","Calculated data"
"FBS","Food Balances (2010-)","185","Russian Federation","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","104.83","Fc","Calculated data"
"FBS","Food Balances (2010-)","185","Russian Federation","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","871","Fc","Calculated data"
"FBS","Food Balances (2010-)","185","Russian Federation","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","55.87","Fc","Calculated data"
"FBS","Food Balances (2010-)","184","Rwanda","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2214","Fc","Calculated data"
"FBS","Food Balances (2010-)","184","Rwanda","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","58.83","Fc","Calculated data"
"FBS","Food Balances (2010-)","184","Rwanda","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","103","Fc","Calculated data"
"FBS","Food Balances (2010-)","184","Rwanda","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","8.5","Fc","Calculated data"
"FBS","Food Balances (2010-)","188","Saint Kitts and Nevis","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2553","Fc","Calculated data"
"FBS","Food Balances (2010-)","188","Saint Kitts and Nevis","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","71.3","Fc","Calculated data"
"FBS","Food Balances (2010-)","188","Saint Kitts and Nevis","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","659","Fc","Calculated data"
"FBS","Food Balances (2010-)","188","Saint Kitts and Nevis","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","44.01","Fc","Calculated data"
"FBS","Food Balances (2010-)","189","Saint Lucia","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2633","Fc","Calculated data"
"FBS","Food Balances (2010-)","189","Saint Lucia","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","84.3","Fc","Calculated data"
"FBS","Food Balances (2010-)","189","Saint Lucia","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","699","Fc","Calculated data"
"FBS","Food Balances (2010-)","189","Saint Lucia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","49.06","Fc","Calculated data"
"FBS","Food Balances (2010-)","191","Saint Vincent and the Grenadines","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2949","Fc","Calculated data"
"FBS","Food Balances (2010-)","191","Saint Vincent and the Grenadines","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","91.46","Fc","Calculated data"
"FBS","Food Balances (2010-)","191","Saint Vincent and the Grenadines","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","635","Fc","Calculated data"
"FBS","Food Balances (2010-)","191","Saint Vincent and the Grenadines","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","52.07","Fc","Calculated data"
"FBS","Food Balances (2010-)","244","Samoa","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3095","Fc","Calculated data"
"FBS","Food Balances (2010-)","244","Samoa","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","89.49","Fc","Calculated data"
"FBS","Food Balances (2010-)","244","Samoa","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","814","Fc","Calculated data"
"FBS","Food Balances (2010-)","244","Samoa","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","53.18","Fc","Calculated data"
"FBS","Food Balances (2010-)","193","Sao Tome and Principe","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2402","Fc","Calculated data"
"FBS","Food Balances (2010-)","193","Sao Tome and Principe","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","54.56","Fc","Calculated data"
"FBS","Food Balances (2010-)","193","Sao Tome and Principe","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","200","Fc","Calculated data"
"FBS","Food Balances (2010-)","193","Sao Tome and Principe","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","17.75","Fc","Calculated data"
"FBS","Food Balances (2010-)","194","Saudi Arabia","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3302","Fc","Calculated data"
"FBS","Food Balances (2010-)","194","Saudi Arabia","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","89.55","Fc","Calculated data"
"FBS","Food Balances (2010-)","194","Saudi Arabia","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","465","Fc","Calculated data"
"FBS","Food Balances (2010-)","194","Saudi Arabia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","35.7","Fc","Calculated data"
"FBS","Food Balances (2010-)","195","Senegal","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2601","Fc","Calculated data"
"FBS","Food Balances (2010-)","195","Senegal","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","64.39","Fc","Calculated data"
"FBS","Food Balances (2010-)","195","Senegal","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","166","Fc","Calculated data"
"FBS","Food Balances (2010-)","195","Senegal","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","14.66","Fc","Calculated data"
"FBS","Food Balances (2010-)","272","Serbia","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2865","Fc","Calculated data"
"FBS","Food Balances (2010-)","272","Serbia","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","86.58","Fc","Calculated data"
"FBS","Food Balances (2010-)","272","Serbia","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","817","Fc","Calculated data"
"FBS","Food Balances (2010-)","272","Serbia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","43.79","Fc","Calculated data"
"FBS","Food Balances (2010-)","196","Seychelles","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3123","Fc","Calculated data"
"FBS","Food Balances (2010-)","196","Seychelles","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","95.8","Fc","Calculated data"
"FBS","Food Balances (2010-)","196","Seychelles","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","616","Fc","Calculated data"
"FBS","Food Balances (2010-)","196","Seychelles","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","50.68","Fc","Calculated data"
"FBS","Food Balances (2010-)","197","Sierra Leone","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2332","Fc","Calculated data"
"FBS","Food Balances (2010-)","197","Sierra Leone","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","50.33","Fc","Calculated data"
"FBS","Food Balances (2010-)","197","Sierra Leone","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","92","Fc","Calculated data"
"FBS","Food Balances (2010-)","197","Sierra Leone","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","11.11","Fc","Calculated data"
"FBS","Food Balances (2010-)","199","Slovakia","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2914","Fc","Calculated data"
"FBS","Food Balances (2010-)","199","Slovakia","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","71.07","Fc","Calculated data"
"FBS","Food Balances (2010-)","199","Slovakia","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","918","Fc","Calculated data"
"FBS","Food Balances (2010-)","199","Slovakia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","38.08","Fc","Calculated data"
"FBS","Food Balances (2010-)","198","Slovenia","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3149","Fc","Calculated data"
"FBS","Food Balances (2010-)","198","Slovenia","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","95.34","Fc","Calculated data"
"FBS","Food Balances (2010-)","198","Slovenia","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","812","Fc","Calculated data"
"FBS","Food Balances (2010-)","198","Slovenia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","51.98","Fc","Calculated data"
"FBS","Food Balances (2010-)","25","Solomon Islands","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2411","Fc","Calculated data"
"FBS","Food Balances (2010-)","25","Solomon Islands","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","52.85","Fc","Calculated data"
"FBS","Food Balances (2010-)","25","Solomon Islands","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","202","Fc","Calculated data"
"FBS","Food Balances (2010-)","25","Solomon Islands","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","15.82","Fc","Calculated data"
"FBS","Food Balances (2010-)","202","South Africa","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2898","Fc","Calculated data"
"FBS","Food Balances (2010-)","202","South Africa","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","79.77","Fc","Calculated data"
"FBS","Food Balances (2010-)","202","South Africa","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","466","Fc","Calculated data"
"FBS","Food Balances (2010-)","202","South Africa","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","35.13","Fc","Calculated data"
"FBS","Food Balances (2010-)","203","Spain","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3348","Fc","Calculated data"
"FBS","Food Balances (2010-)","203","Spain","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","108.54","Fc","Calculated data"
"FBS","Food Balances (2010-)","203","Spain","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","872","Fc","Calculated data"
"FBS","Food Balances (2010-)","203","Spain","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","68.32","Fc","Calculated data"
"FBS","Food Balances (2010-)","38","Sri Lanka","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2719","Fc","Calculated data"
"FBS","Food Balances (2010-)","38","Sri Lanka","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","67.43","Fc","Calculated data"
"FBS","Food Balances (2010-)","38","Sri Lanka","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","206","Fc","Calculated data"
"FBS","Food Balances (2010-)","38","Sri Lanka","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","18.96","Fc","Calculated data"
"FBS","Food Balances (2010-)","276","Sudan","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2581","Fc","Calculated data"
"FBS","Food Balances (2010-)","276","Sudan","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","75.87","Fc","Calculated data"
"FBS","Food Balances (2010-)","276","Sudan","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","353","Fc","Calculated data"
"FBS","Food Balances (2010-)","276","Sudan","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","19.92","Fc","Calculated data"
"FBS","Food Balances (2010-)","207","Suriname","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2758","Fc","Calculated data"
"FBS","Food Balances (2010-)","207","Suriname","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","68.04","Fc","Calculated data"
"FBS","Food Balances (2010-)","207","Suriname","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","432","Fc","Calculated data"
"FBS","Food Balances (2010-)","207","Suriname","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","32.54","Fc","Calculated data"
"FBS","Food Balances (2010-)","210","Sweden","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3184","Fc","Calculated data"
"FBS","Food Balances (2010-)","210","Sweden","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","108.1","Fc","Calculated data"
"FBS","Food Balances (2010-)","210","Sweden","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","1048","Fc","Calculated data"
"FBS","Food Balances (2010-)","210","Sweden","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","69.35","Fc","Calculated data"
"FBS","Food Balances (2010-)","211","Switzerland","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3379","Fc","Calculated data"
"FBS","Food Balances (2010-)","211","Switzerland","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","97.16","Fc","Calculated data"
"FBS","Food Balances (2010-)","211","Switzerland","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","1134","Fc","Calculated data"
"FBS","Food Balances (2010-)","211","Switzerland","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","61.31","Fc","Calculated data"
"FBS","Food Balances (2010-)","212","Syrian Arab Republic","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2760","Fc","Calculated data"
"FBS","Food Balances (2010-)","212","Syrian Arab Republic","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","74.09","Fc","Calculated data"
"FBS","Food Balances (2010-)","212","Syrian Arab Republic","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","420","Fc","Calculated data"
"FBS","Food Balances (2010-)","212","Syrian Arab Republic","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","21.59","Fc","Calculated data"
"FBS","Food Balances (2010-)","208","Tajikistan","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2484","Fc","Calculated data"
"FBS","Food Balances (2010-)","208","Tajikistan","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","71.64","Fc","Calculated data"
"FBS","Food Balances (2010-)","208","Tajikistan","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","380","Fc","Calculated data"
"FBS","Food Balances (2010-)","208","Tajikistan","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","23.24","Fc","Calculated data"
"FBS","Food Balances (2010-)","216","Thailand","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2808","Fc","Calculated data"
"FBS","Food Balances (2010-)","216","Thailand","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","60.83","Fc","Calculated data"
"FBS","Food Balances (2010-)","216","Thailand","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","358","Fc","Calculated data"
"FBS","Food Balances (2010-)","216","Thailand","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","26.21","Fc","Calculated data"
"FBS","Food Balances (2010-)","176","Timor-Leste","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2232","Fc","Calculated data"
"FBS","Food Balances (2010-)","176","Timor-Leste","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","48.18","Fc","Calculated data"
"FBS","Food Balances (2010-)","176","Timor-Leste","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","196","Fc","Calculated data"
"FBS","Food Balances (2010-)","176","Timor-Leste","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","10.47","Fc","Calculated data"
"FBS","Food Balances (2010-)","217","Togo","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2464","Fc","Calculated data"
"FBS","Food Balances (2010-)","217","Togo","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","56.8","Fc","Calculated data"
"FBS","Food Balances (2010-)","217","Togo","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","107","Fc","Calculated data"
"FBS","Food Balances (2010-)","217","Togo","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","9.69","Fc","Calculated data"
"FBS","Food Balances (2010-)","220","Trinidad and Tobago","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2959","Fc","Calculated data"
"FBS","Food Balances (2010-)","220","Trinidad and Tobago","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","85.05","Fc","Calculated data"
"FBS","Food Balances (2010-)","220","Trinidad and Tobago","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","619","Fc","Calculated data"
"FBS","Food Balances (2010-)","220","Trinidad and Tobago","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","44","Fc","Calculated data"
"FBS","Food Balances (2010-)","222","Tunisia","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3499","Fc","Calculated data"
"FBS","Food Balances (2010-)","222","Tunisia","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","100.76","Fc","Calculated data"
"FBS","Food Balances (2010-)","222","Tunisia","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","401","Fc","Calculated data"
"FBS","Food Balances (2010-)","222","Tunisia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","28.43","Fc","Calculated data"
"FBS","Food Balances (2010-)","223","Turkey","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3734","Fc","Calculated data"
"FBS","Food Balances (2010-)","223","Turkey","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","111.07","Fc","Calculated data"
"FBS","Food Balances (2010-)","223","Turkey","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","611","Fc","Calculated data"
"FBS","Food Balances (2010-)","223","Turkey","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","39.73","Fc","Calculated data"
"FBS","Food Balances (2010-)","213","Turkmenistan","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2879","Fc","Calculated data"
"FBS","Food Balances (2010-)","213","Turkmenistan","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","89.97","Fc","Calculated data"
"FBS","Food Balances (2010-)","213","Turkmenistan","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","632","Fc","Calculated data"
"FBS","Food Balances (2010-)","213","Turkmenistan","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","36.59","Fc","Calculated data"
"FBS","Food Balances (2010-)","226","Uganda","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2156","Fc","Calculated data"
"FBS","Food Balances (2010-)","226","Uganda","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","43.14","Fc","Calculated data"
"FBS","Food Balances (2010-)","226","Uganda","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","154","Fc","Calculated data"
"FBS","Food Balances (2010-)","226","Uganda","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","10.11","Fc","Calculated data"
"FBS","Food Balances (2010-)","230","Ukraine","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3036","Fc","Calculated data"
"FBS","Food Balances (2010-)","230","Ukraine","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","90.09","Fc","Calculated data"
"FBS","Food Balances (2010-)","230","Ukraine","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","736","Fc","Calculated data"
"FBS","Food Balances (2010-)","230","Ukraine","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","44.74","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3395","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","106.19","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","985","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","58.86","Fc","Calculated data"
"FBS","Food Balances (2010-)","215","United Republic of Tanzania","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2374","Fc","Calculated data"
"FBS","Food Balances (2010-)","215","United Republic of Tanzania","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","60.08","Fc","Calculated data"
"FBS","Food Balances (2010-)","215","United Republic of Tanzania","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","164","Fc","Calculated data"
"FBS","Food Balances (2010-)","215","United Republic of Tanzania","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","11.4","Fc","Calculated data"
"FBS","Food Balances (2010-)","231","United States of America","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3862","Fc","Calculated data"
"FBS","Food Balances (2010-)","231","United States of America","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","115.01","Fc","Calculated data"
"FBS","Food Balances (2010-)","231","United States of America","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","1126","Fc","Calculated data"
"FBS","Food Balances (2010-)","231","United States of America","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","75.93","Fc","Calculated data"
"FBS","Food Balances (2010-)","234","Uruguay","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3209","Fc","Calculated data"
"FBS","Food Balances (2010-)","234","Uruguay","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","87.51","Fc","Calculated data"
"FBS","Food Balances (2010-)","234","Uruguay","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","843","Fc","Calculated data"
"FBS","Food Balances (2010-)","234","Uruguay","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","47.84","Fc","Calculated data"
"FBS","Food Balances (2010-)","235","Uzbekistan","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3219","Fc","Calculated data"
"FBS","Food Balances (2010-)","235","Uzbekistan","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","100.37","Fc","Calculated data"
"FBS","Food Balances (2010-)","235","Uzbekistan","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","752","Fc","Calculated data"
"FBS","Food Balances (2010-)","235","Uzbekistan","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","43.04","Fc","Calculated data"
"FBS","Food Balances (2010-)","155","Vanuatu","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2605","Fc","Calculated data"
"FBS","Food Balances (2010-)","155","Vanuatu","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","64.49","Fc","Calculated data"
"FBS","Food Balances (2010-)","155","Vanuatu","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","396","Fc","Calculated data"
"FBS","Food Balances (2010-)","155","Vanuatu","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","26.46","Fc","Calculated data"
"FBS","Food Balances (2010-)","236","Venezuela (Bolivarian Republic of)","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2204","Fc","Calculated data"
"FBS","Food Balances (2010-)","236","Venezuela (Bolivarian Republic of)","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","51.55","Fc","Calculated data"
